PO_Number,SupplierID,ProductID,OrderDate,ExpectedDeliveryDate,QuantityOrdered,UnitCost,TotalPOValue,Currency,PO_Status
PO-SYN-0000037,SUP-00050,PRD-02915,2025-08-15,2025-09-18,3207,2321.62,7445435.34,KRW,IN_TRANSIT
PO-SYN-0000038,SUP-00602,PRD-01155,2024-11-16,2024-12-08,9692,1805.45,17498421.4,KRW,DELAYED
PO-SYN-0000039,SUP-00482,PRD-03776,2025-12-20,2026-02-24,11434,839.19,9595298.46,JPY,APPROVED
PO-SYN-0000040,SUP-00237,PRD-01050,2025-01-20,2025-03-19,6151,32.38,199169.38,EUR,PENDING_APPROVAL
PO-SYN-0000041,SUP-00013,PRD-04869,2025-06-10,2025-06-22,6912,383.27,2649162.24,GBP,FULFILLED
PO-SYN-0000042,SUP-00161,PRD-02164,2024-03-19,2024-04-30,1982,1761.4,3491094.8,CNY,APPROVED
PO-SYN-0000043,SUP-00435,PRD-03843,2025-08-23,2025-10-08,772,450.39,347701.08,JPY,FULFILLED
PO-SYN-0000044,SUP-00827,PRD-03383,2024-12-06,2025-02-03,10863,339.95,3692876.85,CNY,FULFILLED
PO-SYN-0000045,SUP-00616,PRD-01932,2025-06-19,2025-08-06,8955,1943.15,17400908.25,USD,FULFILLED
PO-SYN-0000046,SUP-00739,PRD-02878,2025-03-27,2025-05-13,9599,1494.62,14346857.38,KRW,APPROVED
PO-SYN-0000047,SUP-00010,PRD-00474,2024-07-21,2024-08-17,14056,2137.96,30051165.76,CNY,FULFILLED
PO-SYN-0000048,SUP-00800,PRD-00374,2024-04-06,2024-05-08,10424,1179.78,12298026.72,USD,IN_TRANSIT
PO-SYN-0000049,SUP-00793,PRD-04825,2024-10-03,2024-12-09,6105,2052.7,12531733.5,INR,FULFILLED
PO-SYN-0000050,SUP-00271,PRD-02931,2025-08-28,2025-09-21,5343,80.32,429149.76,JPY,APPROVED
PO-SYN-0000051,SUP-00890,PRD-00592,2024-09-03,2024-10-17,9244,97.76,903693.44,USD,DELAYED
PO-SYN-0000052,SUP-00421,PRD-01296,2026-06-04,2026-06-26,3584,585.56,2098647.04,GBP,APPROVED
PO-SYN-0000053,SUP-00863,PRD-04801,2024-01-25,2024-04-08,1542,922.5,1422495.0,USD,IN_TRANSIT
PO-SYN-0000054,SUP-00053,PRD-04955,2025-08-13,2025-10-12,799,557.28,445266.72,INR,IN_TRANSIT
PO-SYN-0000055,SUP-00085,PRD-00559,2025-06-01,2025-08-01,2729,134.67,367514.43,CNY,FULFILLED
PO-SYN-0000056,SUP-00644,PRD-04286,2024-08-11,2024-08-19,14479,21.1,305506.9,CNY,IN_TRANSIT
PO-SYN-0000057,SUP-00080,PRD-02465,2024-06-07,2024-08-01,13519,1043.96,14113295.24,JPY,PENDING_APPROVAL
PO-SYN-0000058,SUP-00022,PRD-02119,2025-12-31,2026-02-21,258,270.12,69690.96,INR,APPROVED
PO-SYN-0000059,SUP-00916,PRD-02853,2026-05-27,2026-07-17,1666,1356.69,2260245.54,EUR,IN_TRANSIT
PO-SYN-0000060,SUP-00613,PRD-04132,2024-08-13,2024-09-02,13761,2112.76,29073690.36,CNY,FULFILLED
PO-SYN-0000061,SUP-00320,PRD-03763,2025-12-20,2026-02-15,9640,2233.97,21535470.8,JPY,FULFILLED
PO-SYN-0000062,SUP-00333,PRD-01112,2024-08-10,2024-10-13,7566,739.51,5595132.66,KRW,IN_TRANSIT
PO-SYN-0000063,SUP-00751,PRD-01027,2024-06-25,2024-07-28,2327,2029.01,4721506.27,USD,APPROVED
PO-SYN-0000064,SUP-00507,PRD-04103,2026-02-09,2026-02-27,1689,41.19,69569.91,GBP,FULFILLED
PO-SYN-0000065,SUP-00145,PRD-02058,2024-08-22,2024-10-12,14624,1916.38,28025141.12,CNY,PENDING_APPROVAL
PO-SYN-0000066,SUP-00810,PRD-00493,2024-06-23,2024-08-24,14592,525.16,7663134.72,INR,FULFILLED
PO-SYN-0000067,SUP-00717,PRD-02912,2024-01-26,2024-02-16,13893,661.77,9193970.61,CNY,APPROVED
PO-SYN-0000068,SUP-00642,PRD-02533,2024-01-01,2024-02-07,12047,637.88,7684540.36,USD,APPROVED
PO-SYN-0000069,SUP-00653,PRD-04704,2024-12-27,2025-02-05,6753,989.31,6680810.43,INR,FULFILLED
PO-SYN-0000070,SUP-00029,PRD-04994,2025-12-13,2026-02-06,9201,1895.84,17443623.84,USD,IN_TRANSIT
PO-SYN-0000071,SUP-00159,PRD-04663,2024-11-04,2025-01-04,11969,1022.22,12234951.18,JPY,FULFILLED
PO-SYN-0000072,SUP-00437,PRD-01832,2024-11-01,2025-01-05,7981,2270.78,18123095.18,KRW,IN_TRANSIT
PO-SYN-0000073,SUP-00083,PRD-04784,2025-07-09,2025-08-05,10568,1140.96,12057665.28,JPY,FULFILLED
PO-SYN-0000074,SUP-00686,PRD-00609,2026-04-19,2026-05-07,6171,454.22,2802991.62,EUR,FULFILLED
PO-SYN-0000075,SUP-00707,PRD-02105,2025-08-02,2025-10-05,8200,1345.71,11034822.0,KRW,FULFILLED
PO-SYN-0000076,SUP-00700,PRD-02924,2025-01-09,2025-03-23,2228,448.5,999258.0,EUR,IN_TRANSIT
PO-SYN-0000077,SUP-00640,PRD-01328,2025-10-04,2025-10-21,14325,2498.84,35795883.0,CNY,FULFILLED
PO-SYN-0000078,SUP-00297,PRD-02876,2025-04-11,2025-04-30,923,2006.31,1851824.13,KRW,DELAYED
PO-SYN-0000079,SUP-00333,PRD-04293,2025-10-03,2025-11-09,5867,2301.33,13501903.11,CNY,FULFILLED
PO-SYN-0000080,SUP-00380,PRD-03757,2025-01-23,2025-02-06,239,1075.83,257123.37,GBP,IN_TRANSIT
PO-SYN-0000081,SUP-00721,PRD-00519,2025-11-09,2026-01-02,6722,1938.15,13028244.3,JPY,FULFILLED
PO-SYN-0000082,SUP-00336,PRD-01819,2025-08-02,2025-09-12,1351,2120.69,2865052.19,USD,IN_TRANSIT
PO-SYN-0000083,SUP-00873,PRD-01778,2024-10-05,2024-11-13,4803,2164.55,10396333.65,CNY,DELAYED
PO-SYN-0000084,SUP-00170,PRD-04797,2024-10-28,2024-12-08,3900,1981.03,7726017.0,EUR,FULFILLED
PO-SYN-0000085,SUP-00373,PRD-03987,2024-12-21,2025-03-06,7789,1596.77,12437241.53,CNY,IN_TRANSIT
PO-SYN-0000086,SUP-00019,PRD-04672,2025-12-26,2026-01-09,11603,877.26,10178847.78,USD,IN_TRANSIT
PO-SYN-0000087,SUP-00707,PRD-01430,2026-05-04,2026-05-29,11450,1608.1,18412745.0,INR,FULFILLED
PO-SYN-0000088,SUP-00559,PRD-04498,2025-07-04,2025-09-02,10569,1264.53,13364817.57,EUR,IN_TRANSIT
PO-SYN-0000089,SUP-00310,PRD-03408,2024-10-20,2024-11-24,3127,806.65,2522394.55,KRW,APPROVED
PO-SYN-0000090,SUP-00439,PRD-02430,2024-04-10,2024-06-19,13590,2473.77,33618534.3,GBP,APPROVED
PO-SYN-0000091,SUP-00374,PRD-00736,2024-09-02,2024-09-18,2875,2141.45,6156668.75,JPY,FULFILLED
PO-SYN-0000092,SUP-00683,PRD-01928,2025-05-01,2025-05-15,2155,2361.86,5089808.3,EUR,FULFILLED
PO-SYN-0000093,SUP-00846,PRD-01809,2024-03-30,2024-04-26,4606,1914.33,8817403.98,GBP,PENDING_APPROVAL
PO-SYN-0000094,SUP-00552,PRD-04441,2025-02-22,2025-03-10,3475,1780.65,6187758.75,KRW,FULFILLED
PO-SYN-0000095,SUP-00477,PRD-00769,2024-02-25,2024-03-12,1392,1740.81,2423207.52,JPY,FULFILLED
PO-SYN-0000096,SUP-00738,PRD-04246,2024-02-25,2024-04-29,1846,950.94,1755435.24,KRW,IN_TRANSIT
PO-SYN-0000097,SUP-00765,PRD-04868,2024-04-16,2024-05-19,11672,1557.39,18177856.08,JPY,FULFILLED
PO-SYN-0000098,SUP-00933,PRD-02566,2025-12-28,2026-02-21,9156,704.82,6453331.92,CNY,PENDING_APPROVAL
PO-SYN-0000099,SUP-00910,PRD-03584,2024-04-23,2024-05-23,11824,2320.08,27432625.92,EUR,CANCELLED
PO-SYN-0000100,SUP-00563,PRD-04574,2025-10-21,2025-12-13,6419,1155.47,7416961.93,CNY,APPROVED
PO-SYN-0000101,SUP-00096,PRD-01765,2025-08-10,2025-09-20,6528,2204.89,14393521.92,JPY,FULFILLED
PO-SYN-0000102,SUP-00693,PRD-03804,2024-01-18,2024-03-09,5968,1873.68,11182122.24,EUR,IN_TRANSIT
PO-SYN-0000103,SUP-00317,PRD-04438,2024-02-02,2024-03-10,2307,875.07,2018786.49,CNY,FULFILLED
PO-SYN-0000104,SUP-00419,PRD-03274,2026-05-19,2026-07-07,9947,2415.04,24022402.88,USD,IN_TRANSIT
PO-SYN-0000105,SUP-00901,PRD-04469,2024-05-04,2024-07-03,7171,1571.09,11266286.39,INR,FULFILLED
PO-SYN-0000106,SUP-00036,PRD-02478,2026-05-03,2026-06-24,2237,789.41,1765910.17,CNY,APPROVED
PO-SYN-0000107,SUP-00557,PRD-00496,2025-07-07,2025-09-05,8187,1750.66,14332653.42,EUR,IN_TRANSIT
PO-SYN-0000108,SUP-00687,PRD-01706,2025-10-06,2025-10-22,4361,1470.1,6411106.1,INR,IN_TRANSIT
PO-SYN-0000109,SUP-00772,PRD-04689,2024-06-08,2024-07-10,3940,882.67,3477719.8,CNY,IN_TRANSIT
PO-SYN-0000110,SUP-00904,PRD-00853,2024-06-08,2024-07-31,9649,2385.5,23017689.5,KRW,CANCELLED
PO-SYN-0000111,SUP-00418,PRD-01079,2026-04-12,2026-05-19,10116,1083.18,10957448.88,USD,DELAYED
PO-SYN-0000112,SUP-00805,PRD-03699,2024-02-23,2024-04-23,11176,2389.54,26705499.04,USD,IN_TRANSIT
PO-SYN-0000113,SUP-00718,PRD-00989,2024-06-26,2024-08-11,9972,2454.19,24473182.68,INR,FULFILLED
PO-SYN-0000114,SUP-00273,PRD-00185,2025-06-19,2025-07-23,3157,867.34,2738192.38,CNY,APPROVED
PO-SYN-0000115,SUP-00348,PRD-01509,2024-06-30,2024-07-15,4544,1360.29,6181157.76,GBP,APPROVED
PO-SYN-0000116,SUP-00374,PRD-01089,2025-09-09,2025-11-01,10909,802.48,8754254.32,JPY,CANCELLED
PO-SYN-0000117,SUP-00636,PRD-01885,2025-07-09,2025-07-29,2762,1927.85,5324721.7,CNY,FULFILLED
PO-SYN-0000118,SUP-00529,PRD-00848,2025-10-29,2025-11-17,10097,663.69,6701277.93,USD,IN_TRANSIT
PO-SYN-0000119,SUP-00180,PRD-03862,2024-03-04,2024-03-26,10609,192.42,2041383.78,GBP,PENDING_APPROVAL
PO-SYN-0000120,SUP-00569,PRD-02205,2024-04-09,2024-05-10,13459,2489.79,33510083.61,INR,FULFILLED
PO-SYN-0000121,SUP-00563,PRD-00083,2024-05-29,2024-07-12,5290,1084.75,5738327.5,GBP,FULFILLED
PO-SYN-0000122,SUP-00814,PRD-03915,2025-08-08,2025-09-08,12372,1417.46,17536815.12,KRW,IN_TRANSIT
PO-SYN-0000123,SUP-00754,PRD-02226,2025-11-21,2025-12-26,3982,626.43,2494444.26,EUR,DELAYED
PO-SYN-0000124,SUP-00323,PRD-02103,2024-04-21,2024-05-13,6354,2379.68,15120486.72,EUR,FULFILLED
PO-SYN-0000125,SUP-00035,PRD-03605,2024-05-17,2024-07-19,417,103.6,43201.2,USD,FULFILLED
PO-SYN-0000126,SUP-00403,PRD-01873,2025-10-20,2025-12-28,14951,362.77,5423774.27,GBP,PENDING_APPROVAL
PO-SYN-0000127,SUP-00527,PRD-01948,2024-03-01,2024-03-12,4188,1978.44,8285706.72,CNY,PENDING_APPROVAL
PO-SYN-0000128,SUP-00642,PRD-02824,2024-10-19,2024-12-31,3533,1630.1,5759143.3,CNY,FULFILLED
PO-SYN-0000129,SUP-00708,PRD-02545,2025-04-04,2025-05-13,9101,2027.74,18454461.74,KRW,IN_TRANSIT
PO-SYN-0000130,SUP-00859,PRD-02932,2026-02-13,2026-02-20,3063,1776.04,5440010.52,EUR,IN_TRANSIT
PO-SYN-0000131,SUP-00658,PRD-00525,2025-07-31,2025-09-11,12382,2051.54,25402168.28,CNY,FULFILLED
PO-SYN-0000132,SUP-00321,PRD-04003,2024-06-08,2024-07-10,8171,1820.55,14875714.05,INR,FULFILLED
PO-SYN-0000133,SUP-00474,PRD-04503,2024-11-22,2024-12-17,1229,1559.93,1917153.97,CNY,FULFILLED
PO-SYN-0000134,SUP-00380,PRD-02551,2025-12-25,2026-01-16,4550,201.18,915369.0,USD,IN_TRANSIT
PO-SYN-0000135,SUP-00189,PRD-02592,2025-04-13,2025-05-05,7125,386.58,2754382.5,CNY,IN_TRANSIT
PO-SYN-0000136,SUP-00885,PRD-04981,2025-03-09,2025-04-13,1300,1418.17,1843621.0,KRW,APPROVED
PO-SYN-0000137,SUP-00753,PRD-03224,2024-01-27,2024-04-09,5614,1316.06,7388360.84,INR,FULFILLED
PO-SYN-0000138,SUP-00660,PRD-02499,2024-08-12,2024-09-05,1005,85.4,85827.0,EUR,PENDING_APPROVAL
PO-SYN-0000139,SUP-00873,PRD-00550,2025-03-29,2025-06-05,2304,1969.45,4537612.8,EUR,FULFILLED
PO-SYN-0000140,SUP-00772,PRD-00792,2024-07-04,2024-07-28,6786,1648.75,11188417.5,CNY,APPROVED
PO-SYN-0000141,SUP-00941,PRD-04541,2024-11-17,2025-01-01,10644,1829.23,19470324.12,JPY,FULFILLED
PO-SYN-0000142,SUP-00265,PRD-02663,2026-02-17,2026-04-26,9459,1304.31,12337468.29,USD,FULFILLED
PO-SYN-0000143,SUP-00942,PRD-02028,2025-11-13,2025-12-28,4257,812.93,3460643.01,EUR,IN_TRANSIT
PO-SYN-0000144,SUP-00922,PRD-03596,2024-08-22,2024-10-07,1186,1553.33,1842249.38,USD,IN_TRANSIT
PO-SYN-0000145,SUP-00575,PRD-00484,2024-08-08,2024-09-13,4823,1705.62,8226205.26,JPY,PENDING_APPROVAL
PO-SYN-0000146,SUP-00840,PRD-01825,2024-01-10,2024-01-29,10926,1096.65,11981997.9,KRW,FULFILLED
PO-SYN-0000147,SUP-00179,PRD-03530,2025-07-09,2025-08-17,8659,1929.29,16705722.11,USD,APPROVED
PO-SYN-0000148,SUP-00504,PRD-03172,2025-01-25,2025-02-08,11023,2483.74,27378266.02,JPY,FULFILLED
PO-SYN-0000149,SUP-00036,PRD-00670,2024-01-03,2024-02-16,7164,2322.59,16639034.76,KRW,DELAYED
PO-SYN-0000150,SUP-00728,PRD-01701,2024-04-07,2024-05-06,11862,1926.27,22849414.74,KRW,APPROVED
PO-SYN-0000151,SUP-00093,PRD-04633,2024-02-08,2024-02-23,375,222.66,83497.5,CNY,IN_TRANSIT
PO-SYN-0000152,SUP-00972,PRD-02361,2025-03-15,2025-04-04,11575,213.62,2472651.5,EUR,CANCELLED
PO-SYN-0000153,SUP-00952,PRD-01015,2024-07-16,2024-09-17,12527,1604.73,20102452.71,INR,FULFILLED
PO-SYN-0000154,SUP-00983,PRD-00623,2026-02-28,2026-04-07,8590,13.76,118198.4,USD,APPROVED
PO-SYN-0000155,SUP-00849,PRD-01658,2024-03-31,2024-05-12,2350,2020.84,4748974.0,JPY,DELAYED
PO-SYN-0000156,SUP-00326,PRD-00940,2024-02-23,2024-05-03,8680,307.27,2667103.6,CNY,FULFILLED
PO-SYN-0000157,SUP-00250,PRD-00874,2025-03-04,2025-05-11,5827,439.98,2563763.46,JPY,IN_TRANSIT
PO-SYN-0000158,SUP-00955,PRD-00434,2024-12-06,2025-01-28,14667,45.2,662948.4,INR,FULFILLED
PO-SYN-0000159,SUP-00345,PRD-00985,2024-03-13,2024-05-23,886,1218.57,1079653.02,KRW,FULFILLED
PO-SYN-0000160,SUP-00076,PRD-03825,2026-04-28,2026-07-01,12485,878.21,10964451.85,GBP,IN_TRANSIT
PO-SYN-0000161,SUP-00820,PRD-01257,2024-11-01,2025-01-15,6917,1623.7,11231132.9,GBP,APPROVED
PO-SYN-0000162,SUP-00196,PRD-04402,2026-02-28,2026-03-15,14555,942.41,13716777.55,INR,FULFILLED
PO-SYN-0000163,SUP-00001,PRD-02871,2024-08-28,2024-09-17,4901,304.23,1491031.23,INR,FULFILLED
PO-SYN-0000164,SUP-00751,PRD-02423,2025-04-16,2025-06-21,14159,168.57,2386782.63,EUR,CANCELLED
PO-SYN-0000165,SUP-00244,PRD-02847,2025-01-08,2025-03-11,5956,1609.02,9583323.12,USD,FULFILLED
PO-SYN-0000166,SUP-00356,PRD-03297,2024-10-02,2024-12-15,12345,1128.15,13927011.75,GBP,APPROVED
PO-SYN-0000167,SUP-00854,PRD-01430,2024-12-30,2025-02-28,1770,725.71,1284506.7,INR,FULFILLED
PO-SYN-0000168,SUP-00151,PRD-04515,2024-11-23,2024-12-03,14892,1614.15,24037921.8,KRW,APPROVED
PO-SYN-0000169,SUP-00305,PRD-03459,2024-02-28,2024-03-08,12499,2360.15,29499514.85,KRW,FULFILLED
PO-SYN-0000170,SUP-00678,PRD-04502,2024-04-09,2024-06-20,300,1300.77,390231.0,EUR,IN_TRANSIT
PO-SYN-0000171,SUP-00512,PRD-00475,2024-12-05,2025-02-10,4135,1161.5,4802802.5,USD,FULFILLED
PO-SYN-0000172,SUP-00118,PRD-01986,2024-02-05,2024-03-19,11358,1601.57,18190632.06,JPY,IN_TRANSIT
PO-SYN-0000173,SUP-00249,PRD-04181,2026-01-20,2026-02-08,14406,121.44,1749464.64,EUR,FULFILLED
PO-SYN-0000174,SUP-00777,PRD-00231,2026-03-22,2026-04-25,13750,1269.3,17452875.0,EUR,IN_TRANSIT
PO-SYN-0000175,SUP-00461,PRD-01541,2025-08-23,2025-10-04,2198,1139.02,2503565.96,JPY,FULFILLED
PO-SYN-0000176,SUP-00761,PRD-01383,2024-02-03,2024-04-17,12337,524.93,6476061.41,KRW,FULFILLED
PO-SYN-0000177,SUP-00124,PRD-03744,2024-12-03,2025-02-02,1230,321.0,394830.0,CNY,IN_TRANSIT
PO-SYN-0000178,SUP-00078,PRD-03819,2026-06-05,2026-07-15,7180,2224.5,15971910.0,INR,PENDING_APPROVAL
PO-SYN-0000179,SUP-00385,PRD-04169,2024-11-19,2025-02-01,2773,722.8,2004324.4,KRW,APPROVED
PO-SYN-0000180,SUP-00729,PRD-03159,2024-12-12,2025-01-06,1582,2091.92,3309417.44,JPY,FULFILLED
PO-SYN-0000181,SUP-00164,PRD-02033,2025-03-28,2025-06-11,5677,1988.11,11286500.47,EUR,APPROVED
PO-SYN-0000182,SUP-00066,PRD-00911,2026-03-16,2026-05-19,416,1412.28,587508.48,CNY,APPROVED
PO-SYN-0000183,SUP-00229,PRD-01365,2025-05-31,2025-07-01,1973,1036.9,2045803.7,CNY,FULFILLED
PO-SYN-0000184,SUP-00336,PRD-03910,2026-05-18,2026-06-08,10969,1526.27,16741655.63,GBP,IN_TRANSIT
PO-SYN-0000185,SUP-00208,PRD-04232,2026-05-04,2026-06-16,1814,700.08,1269945.12,JPY,APPROVED
PO-SYN-0000186,SUP-00267,PRD-04668,2024-12-09,2025-02-21,3860,57.76,222953.6,USD,DELAYED
PO-SYN-0000187,SUP-00785,PRD-01665,2025-03-27,2025-05-15,5496,1282.24,7047191.04,CNY,APPROVED
PO-SYN-0000188,SUP-00661,PRD-04968,2025-04-06,2025-06-20,11192,2096.53,23464363.76,KRW,FULFILLED
PO-SYN-0000189,SUP-00396,PRD-01778,2024-05-13,2024-06-24,4350,2449.43,10655020.5,CNY,APPROVED
PO-SYN-0000190,SUP-00717,PRD-03006,2026-01-02,2026-01-11,10712,1291.69,13836583.28,KRW,IN_TRANSIT
PO-SYN-0000191,SUP-00934,PRD-00734,2025-09-27,2025-11-26,9003,1244.14,11200992.42,KRW,PENDING_APPROVAL
PO-SYN-0000192,SUP-00552,PRD-02443,2026-04-09,2026-05-03,6472,1653.06,10698604.32,USD,IN_TRANSIT
PO-SYN-0000193,SUP-00167,PRD-02888,2025-05-03,2025-05-11,10993,959.02,10542506.86,GBP,IN_TRANSIT
PO-SYN-0000194,SUP-00288,PRD-04534,2025-10-19,2025-11-16,3003,2426.74,7287500.22,KRW,FULFILLED
PO-SYN-0000195,SUP-00398,PRD-02011,2025-01-17,2025-02-07,11386,472.99,5385464.14,INR,FULFILLED
PO-SYN-0000196,SUP-00280,PRD-04215,2025-02-17,2025-03-29,3631,1568.08,5693698.48,JPY,APPROVED
PO-SYN-0000197,SUP-00946,PRD-02215,2024-01-31,2024-02-16,10667,1125.94,12010401.98,GBP,FULFILLED
PO-SYN-0000198,SUP-00491,PRD-02951,2025-09-15,2025-10-10,11495,1735.15,19945549.25,EUR,FULFILLED
PO-SYN-0000199,SUP-00403,PRD-04902,2024-05-08,2024-06-02,1128,1413.04,1593909.12,INR,IN_TRANSIT
PO-SYN-0000200,SUP-00175,PRD-03131,2026-05-05,2026-05-21,8470,1183.95,10028056.5,JPY,APPROVED
PO-SYN-0000201,SUP-00159,PRD-01024,2024-06-29,2024-07-17,817,648.54,529857.18,USD,DELAYED
PO-SYN-0000202,SUP-00079,PRD-00944,2025-07-11,2025-09-03,14210,1037.02,14736054.2,INR,IN_TRANSIT
PO-SYN-0000203,SUP-00375,PRD-03253,2025-04-17,2025-06-03,9031,715.9,6465292.9,GBP,IN_TRANSIT
PO-SYN-0000204,SUP-00739,PRD-03698,2024-04-07,2024-04-23,10814,587.34,6351494.76,INR,FULFILLED
PO-SYN-0000205,SUP-00060,PRD-02452,2024-05-14,2024-07-28,4343,298.39,1295907.77,CNY,APPROVED
PO-SYN-0000206,SUP-00615,PRD-03967,2024-01-05,2024-03-18,11308,2223.1,25138814.8,GBP,FULFILLED
PO-SYN-0000207,SUP-00891,PRD-00455,2024-08-05,2024-08-22,3360,88.86,298569.6,KRW,IN_TRANSIT
PO-SYN-0000208,SUP-00451,PRD-01191,2025-08-16,2025-10-19,3090,329.96,1019576.4,EUR,FULFILLED
PO-SYN-0000209,SUP-00046,PRD-04555,2024-06-18,2024-08-14,13864,2018.54,27985038.56,KRW,FULFILLED
PO-SYN-0000210,SUP-00315,PRD-00768,2024-09-09,2024-10-26,10837,656.45,7113948.65,KRW,APPROVED
PO-SYN-0000211,SUP-00560,PRD-02486,2024-09-08,2024-10-05,5270,106.94,563573.8,CNY,IN_TRANSIT
PO-SYN-0000212,SUP-00173,PRD-02811,2024-04-26,2024-05-24,9373,1764.25,16536315.25,INR,APPROVED
PO-SYN-0000213,SUP-00730,PRD-03569,2025-11-13,2025-12-05,14901,2104.53,31359601.53,EUR,APPROVED
PO-SYN-0000214,SUP-00768,PRD-02516,2025-04-15,2025-06-12,12619,2184.57,27567088.83,EUR,FULFILLED
PO-SYN-0000215,SUP-00148,PRD-02750,2024-04-11,2024-05-14,7217,2214.78,15984067.26,CNY,FULFILLED
PO-SYN-0000216,SUP-00200,PRD-00362,2026-04-22,2026-05-13,6095,1438.58,8768145.1,CNY,FULFILLED
